name,hr,ra,dec,mag
HR2714,2714,7.197739,-0.492764,4.15
HR6486,6486,17.439504,-24.175309,4.16
HR2134,2134,6.068671,23.263341,4.16
HR2852,2852,7.485195,31.78455,4.16
HR1195,1195,3.824237,-36.20025,4.17
Ancha,8499,22.280565,-7.78329,4.17
HR130,130,0.549997,62.931783,4.17
HR6166,6166,16.606242,-35.255326,4.18
Kang,5315,14.214929,-10.273702,4.18
Xuange,5351,14.273074,46.088305,4.18
HR8494,8494,22.250544,57.043587,4.18
HR8628,8628,22.677594,-27.043617,4.18
HR5192,5192,13.824091,-34.450776,4.19
HR7061,7061,18.761035,20.546308,4.19
HR1839,1839,5.51307,5.948139,4.2
HR8720,8720,22.932472,-32.539628,4.2
HR6168,6168,16.568384,42.437041,4.2
HR8665,8665,22.778216,12.172888,4.2
HR3102,3102,7.94765,-22.880119,4.2
HR4100,4100,10.464727,36.707212,4.2
HR1035,1035,3.484482,59.94033,4.21
HR8181,8181,21.440705,-65.366198,4.21
HR6322,6322,16.766159,82.037262,4.21
HR7850,7850,20.493015,62.994105,4.21
HR1387,1387,4.422822,22.293874,4.21
HR6920,6920,18.345955,71.337814,4.22
HR1173,1173,3.780804,-23.249723,4.22
HR3090,3090,7.888378,-48.102934,4.22
HR8834,8834,23.238711,-6.049003,4.22
HR7063,7063,18.786242,-4.747867,4.22
HR6118,6118,16.450399,-18.456251,4.22
HR7139,7139,18.908412,36.898613,4.22
HR8143,8143,21.290265,39.394681,4.22
HR7074,7074,18.870288,-62.187593,4.22
HR7942,7942,20.761043,30.719715,4.22
HR5987,5987,16.109874,-36.802288,4.22
HR840,840,2.843063,38.318644,4.22
HR5264,5264,14.027443,1.544532,4.23
HR6023,6023,16.146162,44.934906,4.23
HR77,77,0.334142,-64.874791,4.23
HR5168,5168,13.761471,-33.043721,4.23
HR6163,6163,16.718126,-77.517435,4.23
HR2973,2973,7.721867,28.88351,4.23
Garnet Star,8316,21.725127,58.780046,4.23
HR4983,4983,13.197904,27.878183,4.23
HR8335,8335,21.779891,49.30957,4.23
HR7226,7226,19.106971,-37.063437,4.23
HR721,721,2.449755,-47.70384,4.24
HR4674,4674,12.305812,-79.31224,4.24
HR6581,6581,17.690243,-12.875307,4.24
HR8841,8841,23.264859,-9.087737,4.24
HR285,285,1.145613,86.25709,4.24
HR6143,6143,16.523037,-34.704366,4.24
HR811,811,2.735375,-13.858696,4.24
Chara,4785,12.562411,41.35748,4.24
HR1679,1679,5.15244,-8.754081,4.25
HR1458,1458,4.594239,10.16079,4.25
HR8334,8334,21.75748,61.120806,4.25
HR377,377,1.262704,-68.875927,4.25
HR1454,1454,4.611508,41.264808,4.25
HR4889,4889,12.890607,-40.178872,4.25
Alsciaukat,3275,8.380588,43.188131,4.25
HR1261,1261,4.109735,50.351262,4.25
HR5430,5430,14.458758,75.695993,4.25
HR6546,6546,17.609121,-38.635308,4.26
82 G. Eri,1008,3.331944,-43.069784,4.26
Acubens,3572,8.974784,11.857701,4.26
Bodu,6729,18.025113,21.595782,4.26
HR1338,1338,4.267097,-51.486648,4.26
Kurhah,8417,22.063135,64.627971,4.26
Torcular,510,1.756564,9.157736,4.26
HR1088,1088,3.563132,-21.632883,4.26
HR335,335,1.158368,47.241792,4.26
HR1542,1542,4.900836,66.342678,4.26
HR1320,1320,4.258905,8.892357,4.27
HR813,813,2.749039,10.114146,4.27
HR7948,7948,20.77764,16.124296,4.27
HR1497,1497,4.704084,22.956926,4.27
Arkab Posterior,7343,19.386976,-44.799778,4.27
HR294,294,1.049058,7.890135,4.27
HR4942,4942,13.11518,-49.906246,4.27
HR8916,8916,23.466138,6.378992,4.27
HR5683,5683,15.308897,-47.875272,4.27
HR1473,1473,4.635961,12.510838,4.27
HR1392,1392,4.438461,22.813583,4.28
HR7740,7740,20.223288,56.567722,4.28
HR8787,8787,23.11465,-43.520358,4.28
HR8167,8167,21.370776,-16.834542,4.28
HR3751,3751,9.618151,81.326382,4.28
HR4104,4104,10.45253,-31.067779,4.28
HR8454,8454,22.166457,33.178224,4.28
HR6492,6492,17.455909,-29.867033,4.28
HR1101,1101,3.614551,0.401662,4.29
HR8418,8418,22.107286,-13.869679,4.29
HR5903,5903,15.734299,77.794493,4.29
Rasalnaqa,8965,23.63561,43.268073,4.29
HR4180,4180,10.655112,-55.603268,4.29
HR8576,8576,22.52509,-32.346073,4.29
HR4552,4552,11.881813,-33.908124,4.29
HR1756,1756,5.326257,-13.176788,4.29
HR6147,6147,16.518991,-16.612733,4.29
HR4259,4259,10.92689,24.749718,4.3
HR1389,1389,4.424828,17.92791,4.3
HR280,280,0.976766,-29.357449,4.3
HR7747,7747,20.29413,-12.508212,4.3
HR5358,5358,14.338763,-56.386497,4.3
HR3454,3454,8.72041,3.398662,4.3
Taygeta,1145,3.75347,24.467278,4.3
HR4775,4775,12.53451,-16.196007,4.3
HR4471,4471,11.615814,-0.823749,4.3
HR2091,2091,5.998917,45.936736,4.3
HR1189,1189,3.809963,-37.620155,4.3
HR718,718,2.469317,8.460054,4.3
HR4537,4537,11.828077,-63.788478,4.3
HR3457,3457,8.676953,-59.761003,4.31
Alkalurops,5733,15.408181,37.377167,4.31
HR7884,7884,20.638967,-1.105121,4.31
HR5339,5339,14.448801,-83.667884,4.31
HR5997,5997,16.123424,-20.868764,4.31
HR1496,1496,4.674031,-19.671493,4.32
Alterf,3773,9.528675,22.967971,4.32
HR1087,1087,3.608159,48.192634,4.32
HR1845,1845,5.536875,18.594234,4.32
HR3484,3484,8.772927,-13.54772,4.32
HR5210,5210,13.863779,-32.994089,4.32
HR5528,5528,14.860641,-43.575359,4.32
HR4599,4599,12.050447,-63.31293,4.32
HR6446,6446,17.347128,-12.846875,4.32
HR2219,2219,6.256304,29.498076,4.32
Diadem,4968,13.166469,17.529431,4.32
Guniibuu,6401,17.255836,-26.602829,4.33
HR5396,5396,14.436336,-45.379276,4.33
Alula Australis,4375,11.303118,31.528783,4.33
HR6872,6872,18.331031,36.064547,4.33
HR6745,6745,18.143,-63.668553,4.33
HR4888,4888,12.885258,-48.943315,4.33
HR2854,2854,7.469387,8.92553,4.33
HR2015,2015,5.746223,-65.735526,4.34
HR8313,8313,21.74186,17.350017,4.34
HR6498,6498,17.441911,4.14036,4.34
HR5260,5260,14.028748,-45.603421,4.34
HR5797,5797,15.634232,-42.567348,4.34
HR3836,3836,9.613772,-49.355026,4.34
HR7069,7069,18.783686,18.181519,4.34
HR2387,2387,6.530935,-23.418422,4.34
HR3340,3340,8.344115,-77.484477,4.34
HR343,343,1.185017,55.149901,4.34
HR8572,8572,22.492173,47.706887,4.34
HR7056,7056,18.746209,37.605115,4.34
HR3696,3696,9.270024,-57.541473,4.34
HR154,154,0.61468,33.719344,4.34
HR163,163,0.642602,29.311751,4.34
HR1544,1544,4.843534,8.900176,4.35
HR6855,6855,18.387117,-61.493901,4.35
HR3223,3223,8.132173,-68.617062,4.35
HR7314,7314,19.272804,38.133731,4.35
HR5686,5686,15.297178,-30.148673,4.35
HR2560,2560,6.954612,58.422759,4.35
HR2435,2435,6.58294,-52.975607,4.35
HR8305,8305,21.749113,-33.025781,4.35
Botein,951,3.193822,19.726677,4.35
HR4737,4737,12.448966,28.268423,4.35
HR3492,3492,8.807214,5.837812,4.35
Yildun,6789,17.536918,86.58646,4.35
HR191,191,0.722567,-57.46306,4.36
HR2596,2596,6.935618,-17.054242,4.36
HR1705,1705,5.220522,-12.941291,4.36
HR5285,5285,14.10077,-41.179633,4.36
HR1052,1052,3.509579,47.995216,4.36
HR2106,2106,5.958947,-35.28328,4.36
HR1560,1560,4.881575,-5.452695,4.36
HR126,126,0.525725,-62.958218,4.36
HR649,649,2.216665,8.846717,4.36
HR7447,7447,19.612022,-1.286601,4.36
HR3188,3188,8.143236,-2.983786,4.36
HR1256,1256,4.078253,22.081926,4.36
HR4293,4293,11.002572,-42.225859,4.37
HR9089,9089,0.032672,-6.014072,4.37
Ramus,6787,18.14597,20.814557,4.37
HR2256,2256,6.275871,-35.140519,4.37
HR7623,7623,19.995605,-35.276305,4.37
HR2782,2782,7.311802,-24.954375,4.37
HR4963,4963,13.165831,-5.53901,4.38
HR8906,8906,23.434108,-20.642014,4.38
HR7750,7750,20.148145,77.711419,4.38
HR8937,8937,23.549512,-37.818268,4.38
HR555,555,1.894102,-46.302669,4.39
HR1876,1876,5.580344,9.489579,4.39
HR8140,8140,21.331096,-53.449427,4.39
HR2047,2047,5.906386,20.276174,4.39
HR5601,5601,15.048344,2.091303,4.39
HR6445,6445,17.350101,-21.112933,4.39
HR7488,7488,19.68415,17.476041,4.39
HR6281,6281,16.900131,10.165359,4.39
HR2298,2298,6.396135,4.592865,4.39
Sham,7479,19.668275,18.01389,4.39
Yunü,3980,10.131742,9.997508,4.39
HR1155,1155,3.825357,65.525972,4.39
HR3145,3145,8.03776,2.334571,4.39
HR3192,3192,8.150455,-19.245014,4.4
HR8368,8368,21.965293,-54.992575,4.4
Kui,271,0.953445,23.417648,4.4
HR7107,7107,18.949177,-67.233495,4.4
HR3034,3034,7.801436,-25.937169,4.4
Maasym,6526,17.512308,26.110645,4.41
HR2554,2554,6.830921,-53.622449,4.41
HR6707,6707,17.975041,30.189277,4.41
HR8819,8819,23.131623,75.387496,4.41
HR2697,2697,7.185659,30.245163,4.41
HR8858,8858,23.298393,-9.182513,4.41
HR8146,8146,21.298632,34.896898,4.41
HR8863,8863,23.313733,-32.532027,4.41
HR5378,5378,14.383956,-39.511819,4.41
HR3243,3243,8.234143,-40.34789,4.42
HR2159,2159,6.126201,14.768472,4.42
Solitaire,5526,14.838147,-27.960371,4.42
HR6723,6723,18.029222,1.305076,4.42
Alkarab,8905,23.422993,23.404101,4.42
HR4300,4300,11.038827,20.179842,4.42
HR2443,2443,6.631506,-18.237478,4.42
HR5868,5868,15.77406,7.353073,4.42
HR2748,2748,7.225637,-44.639739,4.42
HR8538,8538,22.392675,52.229046,4.42
HR2745,2745,7.237559,-26.352507,4.42
Keid,1325,4.254537,-7.652871,4.43
HR1162,1162,3.769037,-12.101589,4.43
HR7650,7650,20.044299,-27.709845,4.43
HR7806,7806,20.397671,32.190172,4.43
HR7928,7928,20.724315,15.074581,4.43
Aladfar,7298,19.229302,39.145968,4.43
HR7951,7951,20.795621,-5.027701,4.43
HR1568,1568,4.95478,53.752101,4.43
HR3270,3270,8.309258,-36.659288,4.44
HR3225,3225,8.189304,-39.618545,4.44
HR1355,1355,4.274738,-59.302156,4.44
HR48,48,0.244005,-18.932866,4.44
HR2238,2238,6.327052,59.010964,4.44
HR2906,2906,7.567551,-22.296067,4.44
HR1502,1502,4.676039,-41.863752,4.44
HR224,224,0.811373,7.585079,4.44
HR5425,5425,14.543629,-50.457157,4.44
Anser,7405,19.478427,24.664905,4.44
HR489,489,1.690526,5.487613,4.45
HR4234,4234,10.763087,-80.540188,4.45
HR7429,7429,19.568153,7.378941,4.45
Minchir,3418,8.645955,3.341435,4.45
HR2199,2199,6.198999,14.208765,4.45
HR1696,1696,5.204973,-11.869219,4.45
HR7352,7352,19.259229,73.355468,4.45
HR841,841,2.818169,-32.405898,4.45
HR4368,4368,11.277695,-3.651601,4.45
HR3591,3591,9.001505,-41.253605,4.45
HR4159,4159,10.59314,-57.557636,4.45
HR6153,6153,16.535611,-21.46639,4.45
HR3619,3619,9.147863,51.604648,4.46
HR8695,8695,22.875427,-32.875504,4.46
HR707,707,2.484437,67.402474,4.46
HR1698,1698,5.221523,2.861265,4.46
HR6115,6115,16.453067,-47.554786,4.46
HR4618,4618,12.134788,-50.661278,4.46
HR1211,1211,3.904862,-2.95473,4.46
HR4343,4343,11.194302,-22.825847,4.46
HR2385,2385,6.548396,7.332965,4.47
HR3799,3799,9.580405,52.051477,4.47
HR5570,5570,14.953055,-4.346462,4.47
HR3731,3731,9.410906,26.182324,4.47
HR3643,3643,9.085785,-72.602705,4.47
HR999,999,3.338989,29.048458,4.47
HR818,818,2.751715,-18.572563,4.47
HR8123,8123,21.241337,10.006981,4.47
HR1601,1601,4.975806,1.714016,4.47
HR5447,5447,14.578,29.74513,4.47
HR2361,2361,6.469503,-32.58007,4.47
HR8411,8411,22.101914,-39.543353,4.47
HR4546,4546,11.852419,-45.17347,4.47
HR3129,3129,7.970678,-49.244912,4.47
HR193,193,0.74542,48.284364,4.48
HR1394,1394,4.439094,15.618265,4.48
HR1264,1264,4.014946,-62.159284,4.48
HR3981,3981,10.1323,-0.371637,4.48
HR5704,5704,15.389625,-59.320787,4.48
HR8789,8789,23.111345,-23.743115,4.48
HR2506,2506,6.79768,2.412159,4.48
Fumalsamakah,8773,23.064615,3.820045,4.48
HR6104,6104,16.401718,-20.037327,4.48
HR2740,2740,7.20935,-46.759305,4.49
HR2478,2478,6.733137,13.228017,4.49
HR8984,8984,23.700779,1.780041,4.49
HR3084,3084,7.877402,-38.862812,4.49
HR9076,9076,23.998594,-65.577132,4.49
HR7469,7469,19.607372,50.221103,4.49
HR8988,8988,23.712039,-14.544905,4.49
HR575,575,2.032644,70.90702,4.49
HR8080,8080,21.118797,-25.005853,4.49
HR5475,5475,14.678768,16.418324,4.49
HR8309,8309,21.73571,28.742632,4.49
HR1453,1453,4.55849,-29.766492,4.49
HR3974,3974,10.123821,35.244693,4.49
HR5185,5185,13.78771,17.456906,4.5
HR4527,4527,11.799762,20.218931,4.5
HR4074,4074,10.348557,-56.04322,4.5
HR8213,8213,21.478721,-21.80718,4.5
HR2042,2042,5.830451,-56.166663,4.5
HR3498,3498,8.778487,-56.769776,4.5
HR1934,1934,5.653096,4.121467,4.5
HR8632,8632,22.675233,44.276305,4.5
HR8485,8485,22.231312,39.714927,4.5
HR8093,8093,21.159902,-11.371693,4.5
HR7744,7744,20.262816,27.814242,4.5
HR8431,8431,22.139722,-32.988468,4.5
HR352,352,1.194342,30.089638,4.51
HR8540,8540,22.455531,-64.966354,4.51
HR9045,9045,23.906398,57.499382,4.51
HR7685,7685,20.04696,67.873565,4.51
HR7920,7920,20.733966,-51.920971,4.51
HR68,68,0.305463,36.785224,4.51
HR3856,3856,9.655839,-61.32806,4.51
HR5842,5842,15.692516,19.670401,4.51
HR3765,3765,9.487423,-35.951335,4.51
HR1995,1995,5.819567,39.181071,4.51
HR8260,8260,21.618008,-19.466011,4.51
HR5041,5041,13.400128,-64.535668,4.52
Khambalia,5359,14.318498,-13.371095,4.52
Lilii Borea,824,2.79848,29.247118,4.52
HR6783,6783,18.187157,-45.954418,4.52
HR7342,7342,19.362117,-15.955018,4.52
HR8579,8579,22.508128,43.123376,4.52
HR8225,8225,21.499137,23.638838,4.52
HR5616,5616,15.074098,26.947649,4.52
HR5035,5035,13.377211,-60.988393,4.52
HR7955,7955,20.755878,57.579725,4.52
HR5329,5329,14.224718,51.789965,4.53
HR226,226,0.830234,41.078911,4.53
HR6616,6616,17.792674,-27.830788,4.53
HR7963,7963,20.790149,36.490717,4.53
HR6493,6493,17.443856,-5.086596,4.53
Honores,8830,23.20916,49.406207,4.53
HR127,127,0.525946,-62.965561,4.53
HR2937,2937,7.622809,-34.96853,4.53
HR2113,2113,6.00093,-3.074253,4.53
HR3787,3787,9.533036,-1.184664,4.54
HR3800,3800,9.570384,36.397558,4.54
HR8795,8795,23.116739,9.409492,4.54
HR5712,5712,15.385931,-36.858489,4.54
HR5544,5544,14.856493,19.10046,4.54
HR1726,1726,5.302935,33.371613,4.54
HR5652,5652,15.203692,-19.79171,4.54
HR3771,3771,9.574703,69.830343,4.54
HR2414,2414,6.584274,-22.964793,4.54
HR8923,8923,23.485915,12.760554,4.54
HR7604,7604,19.94912,-27.169899,4.54
HR8523,8523,22.350428,46.536569,4.55
HR2864,2864,7.496606,12.006564,4.55
HR6766,6766,18.134716,-28.457093,4.55
HR2527,2527,7.001081,76.977408,4.55
HR8541,8541,22.408609,49.476392,4.55
HR1652,1652,5.07344,-35.482978,4.55
HR5781,5781,15.598126,-44.958389,4.55
HR3894,3894,9.868433,54.064332,4.55
HR6081,6081,16.343939,-24.16932,4.55
HR9098,9098,0.06233,-17.335988,4.55
HR8317,8317,21.698652,71.311417,4.55
HR1040,1040,3.49854,58.87875,4.55
HR6537,6537,17.594332,-46.505684,4.56
HR7995,7995,20.868801,27.096979,4.56
HR2034,2034,5.88879,27.612262,4.56
HR843,843,2.858566,35.059741,4.56
HR8089,8089,21.110026,47.648403,4.56
HR3612,3612,9.108825,38.452215,4.56
HR5395,5395,14.435619,-45.221424,4.56
HR1247,1247,3.979095,-61.400185,4.56
HR4362,4362,11.253397,23.095502,4.56
HR1106,1106,3.618244,-40.274545,4.57
Cujam,6117,16.423598,14.03327,4.57
HR7592,7592,19.891026,24.079614,4.57
HR7133,7133,18.912468,22.645076,4.57
Dziban,6636,17.698978,72.148843,4.57
HR6112,6112,16.426422,-23.447178,4.57
HR7242,7242,19.139156,-40.496703,4.57
Salm,8880,23.343956,23.740337,4.58
HR4200,4200,10.725639,-60.566619,4.58
HR6028,6028,16.205057,-27.926372,4.58
HR6567,6567,17.630754,-8.118771,4.58
HR3912,3912,9.861298,-46.54762,4.58
HR4975,4975,13.204892,-59.920579,4.58
HR1892,1892,5.589768,-4.838358,4.58
HR5226,5226,13.857205,64.723272,4.58
HR9016,9016,23.815427,-28.130268,4.59
HR3759,3759,9.485805,-2.768964,4.59
HR7053,7053,18.739661,39.612721,4.59
HR5889,5889,15.82657,26.068394,4.59
HR1143,1143,3.713908,-37.313518,4.59
HR4063,4063,10.326877,-55.029305,4.59
HR1811,1811,5.447286,3.095674,4.59
HR5904,5904,15.893533,-25.327142,4.59
HR4352,4352,11.210005,-60.317625,4.59
HR180,180,0.688766,-46.085007,4.59
HR1148,1148,3.839302,71.332266,4.59
HR7440,7440,19.611786,-24.883623,4.59
HR3403,3403,8.67024,64.327936,4.59
HR3970,3970,10.085408,-13.064626,4.6
HR5724,5724,15.422285,-38.73362,4.6
HR5914,5914,15.877903,42.451518,4.6
HR4273,4273,10.945289,-37.137765,4.6
HR5502,5502,14.754017,16.96428,4.6
HR7371,7371,19.344467,65.714531,4.6
HR1324,1324,4.304056,50.295502,4.6
HR5777,5777,15.569638,-10.064529,4.61
HR3131,3131,7.997792,-18.399228,4.61
HR2818,2818,7.445237,49.211527,4.61
HR3,3,0.088928,-5.707618,4.61
HR63,63,0.284863,38.681636,4.61
HR549,549,1.892597,3.187536,4.61
HR947,947,3.188163,39.611582,4.61
HR7866,7866,20.565052,35.250852,4.61
Alya,7141,18.936995,4.203595,4.62
HR4897,4897,12.910889,-59.146701,4.62
HR1620,1620,5.051596,21.589962,4.62
HR6129,6129,16.463385,-8.371731,4.62
HR4848,4848,12.772981,-56.488815,4.62
HR6951,6951,18.558383,-42.31251,4.62
HR4310,4310,11.083619,7.336007,4.62
HR6710,6710,18.008058,-3.690269,4.62
HR4325,4325,11.109015,-62.424113,4.62
HR3628,3628,9.134133,-25.858536,4.62
HR1240,1240,3.998745,-24.016215,4.62
HR1855,1855,5.532183,-7.301537,4.62
HR4460,4460,11.579355,-54.264091,4.62
Castula,265,0.944432,59.181056,4.62
HR5961,5961,16.058931,-57.775064,4.63
HR9064,9064,23.962647,25.141401,4.63
HR3684,3684,9.262522,-37.413144,4.63
HR887,887,2.986868,21.340429,4.63
HR5154,5154,13.678967,54.681634,4.63
HR3089,3089,7.884344,-49.613044,4.63
HR4817,4817,12.664594,-39.987302,4.63
HR7125,7125,18.853348,59.388351,4.63
HR6916,6916,18.522896,-62.278302,4.63
HR5589,5589,14.959743,65.93246,4.63
HR2993,2993,7.725663,-28.410885,4.63
HR3459,3459,8.727882,-7.23373,4.63
HR5885,5885,15.849652,-25.751295,4.63
HR6243,6243,16.830563,-10.783,4.64
HR8780,8780,23.069702,50.052091,4.64
HR1570,1570,4.914924,10.150833,4.64
HR1213,1213,3.895195,-24.61223,4.64
HR5172,5172,13.777604,-51.432766,4.64
HR8613,8613,22.622899,51.545123,4.64
HR6770,6770,18.121767,8.733867,4.64
HR6436,6436,17.294517,37.291498,4.64
HR2135,2135,6.065329,20.138452,4.64
HR7871,7871,20.588482,14.674213,4.64
HR5833,5833,15.656299,36.635812,4.64
HR5825,5825,15.686505,-44.661205,4.64
HR7387,7387,19.441969,0.33857,4.64
HR5962,5962,16.053579,-49.229695,4.65
HR4110,4110,10.456798,-57.638805,4.65
HR2881,2881,7.511834,-30.962281,4.65
HR2922,2922,7.589694,-28.369323,4.65
HR801,801,2.724198,27.707146,4.65
,,9.511764,-40.465622,4.65
HR1444,1444,4.564143,14.844424,4.65
HR1638,1638,5.076153,15.404105,4.65
HR2787,2787,7.30511,-36.733962,4.65
HR2102,2102,5.901658,-63.089627,4.65
HR4589,4589,12.014553,6.614322,4.65
HR4813,4813,12.654102,-7.995564,4.66
HR6884,6884,18.394329,-8.934383,4.66
HR5820,5820,15.662772,-34.411926,4.66
HR2590,2590,6.927064,-20.136497,4.66
Asellus Borealis,3449,8.721431,21.468501,4.66
HR3642,3642,9.093994,-70.538497,4.66
HR7653,7653,20.018346,27.753573,4.66
HR531,531,1.826418,-10.68641,4.66
HR6842,6842,18.300886,-27.042641,4.66
HR351,351,1.190894,21.03465,4.66
HR4831,4831,12.709858,-48.813109,4.66
HR4248,4248,10.899648,43.189956,4.66
HR2766,2766,7.276387,-27.881179,4.66
HR2456,2456,6.682961,9.895754,4.66
HR6742,6742,18.083674,-29.580087,4.66
HR6713,6713,18.000949,16.750919,4.67
HR7051,7051,18.738984,39.670123,4.67
HR1479,1479,4.654583,15.917977,4.67
HR360,360,1.229152,24.583713,4.67
HR2155,2155,6.10259,-14.935254,4.67
Tegmine,3210,8.203535,17.647771,4.67
HR1044,1044,3.489456,49.508948,4.67
HR1306,1306,4.248143,40.483671,4.67
Alsafi,7462,19.539149,69.661175,4.67
HR3624,3624,9.181941,63.513633,4.67
HR8039,8039,21.021517,-32.257767,4.67
HR6930,6930,18.486626,-14.565813,4.67
HR612,612,2.074844,-29.296819,4.68
HR570,570,1.915572,-67.647303,4.68
HR5095,5095,13.532746,-6.255816,4.68
HR3950,3950,10.003557,8.044223,4.68
HR8649,8649,22.726454,-18.830375,4.68
HR3574,3574,8.938686,-52.723475,4.68
HR6020,6020,16.339119,-78.695745,4.68
Bunda,8264,21.629197,-7.854201,4.68
HR442,442,1.565528,59.23204,4.68
HR5112,5112,13.57425,49.015973,4.68
HR879,879,2.979352,39.662728,4.68
HR4166,4166,10.645337,31.976237,4.68
HR3834,3834,9.640913,4.649293,4.68
HR7478,7478,19.656279,30.153321,4.68
HR4842,4842,12.76055,-60.981318,4.69
HR3046,3046,7.805608,-47.077722,4.69
Azelfafage,8301,21.701573,51.189622,4.69
HR2944,2944,7.638346,-25.364804,4.69
HR4177,4177,10.645834,-59.182997,4.69
HR1396,1396,4.443437,14.713782,4.69
HR3141,3141,8.020371,-1.392608,4.69
HR1729,1729,5.318995,40.099051,4.69
HR8949,8949,23.584599,-42.615075,4.69
HR8387,8387,22.055486,-56.785977,4.69
HR4468,4468,11.611365,-9.802247,4.7
Terebellum,7597,19.930651,-26.299506,4.7
HR8097,8097,21.172361,10.131579,4.7
HR8939,8939,23.554618,-20.914504,4.7
HR4494,4494,11.670221,-34.74466,4.7
HR7020,7020,18.704563,-9.052549,4.7
HR6262,6262,16.899924,-42.362025,4.7
HR8748,8748,22.906789,84.346177,4.7
HR1762,1762,5.340811,-21.239763,4.7
HR4514,4514,11.746049,-18.350674,4.71
HR8817,8817,23.165249,-22.457611,4.71
HR896,896,2.99525,8.907365,4.71
HR5241,5241,13.960809,-63.686696,4.71
HR3733,3733,9.386739,-28.833873,4.71
HR1083,1083,3.489558,-62.937527,4.71
HR1556,1556,4.875545,14.250642,4.71
Libertas,7595,19.904134,8.461453,4.71
HR1843,1843,5.545465,32.192022,4.71
HR1674,1674,5.091853,-57.472704,4.71
HR1834,1834,5.49555,-1.092239,4.71
HR3718,3718,9.35822,-25.965439,4.71
HR4940,4940,13.104642,-48.463289,4.71
HR8135,8135,21.298966,-32.172539,4.71
HR2011,2011,5.850675,37.305573,4.72
HR8288,8288,21.710973,-18.866323,4.72
HR3211,3211,8.187863,-12.926999,4.72
HR399,399,1.432208,68.130012,4.72
HR6415,6415,17.276857,-0.445297,4.72
HR4138,4138,10.505581,-71.992793,4.72
HR3749,3749,9.45511,-22.343783,4.72
HR5982,5982,16.046634,46.036705,4.72
HR4132,4132,10.553865,40.42556,4.72
HR4090,4090,10.431895,33.79612,4.72
HR5017,5017,13.292379,40.572608,4.72
HR4603,4603,12.072008,-63.165711,4.72
HR4697,4697,12.345286,17.792868,4.72
HR1765,1765,5.362708,-0.382465,4.72
HR2212,2212,6.171642,-54.968645,4.72
HR5980,5980,16.108176,-45.173185,4.73
HR699,699,2.42706,50.278631,4.73
HR2564,2564,6.910732,13.177827,4.73
HR4299,4299,11.030465,-2.484585,4.73
HR7990,7990,20.877565,-8.983318,4.73
HR6018,6018,16.149529,36.490944,4.73
HR3226,3226,8.190526,-42.987278,4.73
HR985,985,3.333129,65.652292,4.74
HR5899,5899,15.85442,20.977919,4.74
HR123,123,0.529539,54.522289,4.74
HR8402,8402,22.055234,-2.155363,4.74
HR7188,7188,19.051907,-42.095105,4.74
HR3220,3220,8.150213,-61.302429,4.74
HR1070,1070,3.510294,-5.075145,4.74
HR7426,7426,19.529534,34.452968,4.74
HR740,740,2.534786,-15.244677,4.74
HR8047,8047,20.997098,47.520951,4.74
HR3576,3576,9.04242,67.629619,4.74
HR6700,6700,17.996543,-23.816133,4.74
HR789,789,2.663326,-42.89167,4.74
HR3452,3452,8.686982,-47.317125,4.74
HR8959,8959,23.630827,-45.492351,4.74
HR5297,5297,14.165242,-53.438946,4.74
HR5019,5019,13.306763,-18.311196,4.74
HR383,383,1.324443,27.264059,4.74
HR5838,5838,15.699111,-19.678828,4.75
HR5221,5221,13.886817,-31.927612,4.75
HR7848,7848,20.593003,-60.581749,4.75
HR2762,2762,7.243928,-48.271927,4.75
HR8872,8872,23.3104,68.111445,4.75
HR4530,4530,11.80403,-66.81491,4.75
HR5839,5839,15.711395,-34.710407,4.75
HR5350,5350,14.269439,51.367231,4.75
HR7306,7306,19.270289,21.390428,4.76
HR3858,3858,9.688058,-23.591514,4.76
HR4920,4920,12.982068,17.409446,4.76
HR3113,3113,7.961141,-30.33457,4.76
HR4196,4196,10.703926,-64.466426,4.76
HR6417,6417,17.366531,-67.770668,4.76
HR6569,6569,17.673276,-49.415587,4.76
HR2209,2209,6.314105,69.319787,4.76
HR4380,4380,11.318864,38.185557,4.76
Angetenar,850,2.850645,-21.004019,4.76
HR5068,5068,13.457546,-15.973578,4.76
HR8279,8279,21.632007,62.08194,4.76
HR8796,8796,23.118539,25.468259,4.76
HR4716,4716,12.400414,51.562257,4.76
HR872,872,2.841255,-75.066947,4.76
HR125,125,0.523594,-48.803514,4.76
HR5371,5371,14.376971,-58.459117,4.76
HR2037,2037,5.874011,1.855134,4.76
HR5219,5219,13.863188,34.44424,4.76
HR2503,2503,6.788842,8.037254,4.77
HR6978,6978,18.542923,57.045599,4.77
HR6596,6596,17.615859,68.75797,4.77
Alshat,7773,20.344393,-12.75908,4.77
HR4432,4432,11.505248,-3.003501,4.77
HR1937,1937,5.648079,-7.212829,4.77
HR6733,6733,18.051367,-8.180349,4.77
HR7822,7822,20.481004,-17.813687,4.77
HR7763,7763,20.296445,38.03293,4.77
HR8702,8702,22.791378,83.15383,4.77
HR7652,7652,20.059291,-37.940699,4.77
HR194,194,0.7365,-10.60955,4.77
HR918,918,3.092338,56.705719,4.77
HR3706,3706,9.329551,-11.974853,4.77
HR4902,4902,12.905879,-9.538994,4.77
HR4054,4054,10.328938,19.470914,4.78
HR6519,6519,17.523598,-23.962643,4.78
HR1887,1887,5.584078,-6.002027,4.78
